供应商名称,商品名称,生产厂家,销售价,有效期,规格,销量
帝豪旗舰店,白云山 金戈 枸橼酸西地那非片,广州白云山医药集团股份有限公司白云山制药总厂,48.99,2021-09-30,50mg*2片,24149
帝豪旗舰店,康王 复方酮康唑发用洗剂,滇虹药业集团股份有限公司,3.45,2020-10-22,5ml(RX),73914
帝豪旗舰店,普元 除湿止痒洗液,四川省通园制药集团有限公司,17.30,2020-08-30,150ml,23895
帝豪旗舰店,舒降之 辛伐他汀片,杭州默沙东制药有限公司,23.20,2020-09-19,20mg*7s,27968
帝豪旗舰店,李众胜堂 普济丸,李众胜堂(集团)有限公司,22.45,2020-03-21,1.89g*10瓶,8845
帝豪旗舰店,步长 红核妇洁洗液,山东步长神州制药有限公司,25.55,2020-10-31,100ml,543
帝豪旗舰店,妥泰 托吡酯片,西安杨森制药有限公司,90.00,2020-11-30,25mg*60片,0
帝豪旗舰店,晕车贴 复方氢溴酸东莨菪碱贴膏,江苏百益制药有限公司,4.00,2020-12-30,4片*2袋,73610
帝豪旗舰店,山东绿因 金果饮咽喉片,山东绿因药业有限公司,4.30,2021-01-31,24片,15737
帝豪旗舰店,东阿 复方阿胶浆,山东东阿阿胶股份有限公司,288.00,2021-11-11,20ml*48支,2195
帝豪旗舰店,齐索 盐酸坦洛新缓释胶囊,浙江海力生制药有限公司,35.00,2020-11-30,20粒,7407
帝豪旗舰店,舒利迭 沙美特罗替卡松粉吸入剂,葛兰素集团公司,232.00,2020-03-10,50ug:250ug*60泡,2746
帝豪旗舰店,琪安 头孢克肟胶囊,齐鲁制药有限公司,8.22,2020-09-16,0.1g*10粒,2796
帝豪旗舰店,普特彼 他克莫司软膏,安斯泰来制药(中国)有限公司,145.92,2020-08-31,10g:10mg,1741
帝豪旗舰店,德国礼达 迈之灵片,礼达大药厂,85.00,2021-06-30,40片,6951
帝豪旗舰店,多乐士经典浮点避孕套,优丽达斯(张家港)乳胶制业有限公司,4.94,2023-08-01,10只,10917
帝豪旗舰店,扶他林 双氯芬酸钠肠溶片,北京诺华制药有限公司,18.60,2023-07-30,25mg*30片,16755
帝豪旗舰店,维尔固 盐酸氨基葡萄糖胶囊,浙江诚意药业股份有限公司,9.50,2020-11-30,0.24g*20粒,0
帝豪旗舰店,河南明康 志得快 健胃止痛片,河南金鸿堂制药有限公司,3.50,2020-11-30,0.2g*36片,1198
帝豪旗舰店,通化鸿淘茂 玉仁 康妇软膏,吉林玉仁制药股份有限公司,5.23,2021-06-17,10g,50768
帝豪旗舰店,博利康尼 硫酸特布他林雾化液,AstraZeneca AB,115.00,2021-02-28,2ml:5mg*20支,4567
帝豪旗舰店,维思通 利培酮片,西安杨森制药有限公司,59.68,2021-06-30,1mg*20片,0
帝豪旗舰店,达英-35 炔雌醇环丙孕酮片,Jenapharm GmbH & Co. KG,62.79,2023-02-11,2mg:0.035mg*21T,5544
帝豪旗舰店,迪巧 儿童维D钙咀嚼片,安士制药(中山)有限公司,40.86,2020-08-10,30片,20993
帝豪旗舰店,吴太 咽炎片,吉林市吴太感康药业有限公司,14.30,2021-10-31,0.26g*30片,4550
帝豪旗舰店,安徽安科 余良卿号 活血止痛膏,安徽安科余良卿药业有限公司,38.00,2020-10-30,10贴,73
帝豪旗舰店,天龙 口腔炎喷雾剂,黑龙江天龙药业有限公司,7.50,2021-04-30,10ml,40519
帝豪旗舰店,奇正 消痛贴膏,西藏奇正藏药股份有限公司,67.60,2021-08-08,每贴装1.2g*6贴（90mm*120mm）,5494
帝豪旗舰店,正茂 痰咳净片,吉林白山正茂药业股份有限公司,2.13,2021-12-31,20片,7772
帝豪旗舰店,麦特美 盐酸二甲双胍缓释片,青岛黄海制药有限责任公司,16.00,2021-10-20,0.5g*30片,10267
帝豪旗舰店,颈复康 腰痛宁胶囊,颈复康药业集团有限公司,20.84,2021-09-19,0.3g*20粒,14757
帝豪旗舰店,希舒美 阿奇霉素片,辉瑞制药有限公司,66.40,2023-10-31,0.25g*6片,4110
帝豪旗舰店,阿斯德 铝镁匹林片,山东中健康桥制药有限公司,36.00,2020-03-28,7片,6650
帝豪旗舰店,雅施达 培哚普利叔丁胺片,施维雅(天津)制药有限公司,91.40,2021-01-02,8mg*15片,2623
帝豪旗舰店,创口贴(高舒适型),青岛海诺生物工程有限公司,1.50,2021-11-01,8片*20袋,327
帝豪旗舰店,斯利安 叶酸片,北京斯利安药业有限公司,55.00,2021-09-30,0.4mg*93片,5198
帝豪旗舰店,白云山 消炎镇痛膏,广州白云山制药股份有限公司白云山何济公制药厂,9.50,2020-09-30,7cm*10cm*10贴,0
帝豪旗舰店,明康欣 阿达帕林凝胶,四川明欣药业有限责任公司,15.00,2020-12-03,15g,575
帝豪旗舰店,山东益健 林平 缬沙坦分散片,山东益健药业有限公司,7.39,2020-09-30,80mg*7片,488
帝豪旗舰店,奥司惠 阿法骨化醇胶丸,广州白云山星群(药业)股份有限公司,10.00,2020-10-31,0.25μg*20粒,12808
帝豪旗舰店,安博诺 厄贝沙坦氢氯噻嗪片,Sanofi Clir SNC,34.80,2021-01-31,150mg:12.5mg*7片,13793
帝豪旗舰店,天士力 养血清脑颗粒,天士力医药集团股份有限公司,19.30,2021-09-30,4g*9袋,0
帝豪旗舰店,天士力 穿心莲内酯滴丸,天士力医药集团股份有限公司,21.77,2021-05-31,0.15g*15袋,0
帝豪旗舰店,三门峡广宇 脑乐静口服液,三门峡广宇生物制药有限公司,13.00,2020-11-30,10ml*15支,1262
帝豪旗舰店,海南中和 和恩 恩替卡韦分散片,海南中和药业股份有限公司,32.00,2021-11-04,0.5mg*7片,11872
帝豪旗舰店,红源达 多糖铁复合物胶囊,上海医药集团青岛国风药业股份有限公司,31.63,2021-11-30,0.15g*10粒,18647
帝豪旗舰店,硝苯地平控释片(拜新同),拜耳医药保健有限公司,59.00,2021-10-01,30mg*7s,3597
帝豪旗舰店,诺斯清 生理性海水鼻腔护理喷雾器,江苏爱朋医疗科技股份有限公司,32.84,2021-02-05,60ml,2447
帝豪旗舰店,四川长征 利福喷丁胶囊,四川省长征药业股份有限公司,50.90,2020-01-16,0.15g*20s,4858
帝豪旗舰店,福善美 阿仑膦酸钠片,Merck Sharp & Dohme Australia Pty. Ltd.,64.00,2020-05-22,70mg*1片,4503
帝豪旗舰店,邯郸制药 华山牌 摩罗丹,邯郸制药股份有限公司,22.32,2021-11-21,9g*9丸,5755
帝豪旗舰店,善存 多维元素片(29),惠氏制药有限公司,108.57,2020-09-06,100片,3266
帝豪旗舰店,左炔诺孕酮片,Gedeon Richter Plc.,31.18,2022-03-31,1.5mg*1片,2273
帝豪旗舰店,舒筋健络油,京都养生堂制药厂有限公司,27.00,2023-06-30,18ml,2384
帝豪旗舰店,远大 甲硝唑口颊片,远大医药(中国)有限公司,17.19,2020-10-31,3mg*20s,2903
帝豪旗舰店,王老吉 藿胆丸,广州王老吉药业股份有限公司,6.33,2021-07-30,36g,0
帝豪旗舰店,王老吉 人丹,广州王老吉药业股份有限公司,3.73,2020-06-30,1.725g,0
帝豪旗舰店,王老吉 痰咳净散,广州王老吉药业股份有限公司,4.23,2020-10-31,6g,0
帝豪旗舰店,芬必得 布洛芬咀嚼片,中美天津史克制药有限公司,13.09,2020-06-20,0.2g*10s*1板,2755
帝豪旗舰店,芬必得 酚咖片,中美天津史克制药有限公司,12.72,2020-08-12,20片,9421
帝豪旗舰店,敬修堂 养血生发胶囊,广州白云山敬修堂药业股份有限公司,7.92,2021-05-31,0.5g*30粒,3657
帝豪旗舰店,敬修堂 追风透骨丸,广州白云山敬修堂药业股份有限公司,12.20,2021-03-31,36g,1749
帝豪旗舰店,亚洲 尿石通丸,东莞市亚洲制药有限公司,48.02,2020-10-31,4g*10袋,468
帝豪旗舰店,达美康 格列齐特缓释片,施维雅(天津)制药有限公司,49.80,2021-02-28,30mg*30片,12774
帝豪旗舰店,顺尔宁 孟鲁司特钠咀嚼片,Merck Sharp & Dohme B.V.,37.50,2021-04-22,10mg*5片,26675
帝豪旗舰店,纳催离 吲达帕胺缓释片,施维雅(天津)制药有限公司,17.25,2021-10-20,1.5mg*10片,2484
帝豪旗舰店,来士普 草酸艾司西酞普兰片,H. Lundbeck A/S,106.33,2021-03-31,10mg*7片,0
帝豪旗舰店,世扶尼 头孢地尼胶囊,天津医药集团津康制药有限公司,8.80,2020-07-31,0.1g*4粒,2966
帝豪旗舰店,连翘败毒片,太原大宁堂药业有限公司,15.50,2021-05-31,24s,1952
帝豪旗舰店,迷尔脱 甲硝唑口颊片,江西广信药业有限公司,3.80,2020-05-31,3mg,5490
帝豪旗舰店,明康欣 阿达帕林凝胶,四川明欣药业有限责任公司,8.00,2021-01-05,10g,14368
帝豪旗舰店,欣平 厄贝沙坦分散片,石家庄以岭药业股份有限公司,36.22,2020-10-31,75mg*20片,6230
帝豪旗舰店,迈生 氢溴酸右美沙芬分散片,淄博万杰制药有限公司,3.52,2020-10-24,15mg*12片,2025
帝豪旗舰店,贵州瑞和 胃痛定,贵州瑞和制药有限公司,3.95,2021-10-16,12粒,4603
帝豪旗舰店,兴隆希力 丹参酮胶囊,河北兴隆希力药业有限公司,31.82,2021-09-05,0.25g*36粒,1448
帝豪旗舰店,贵州汉方 罗汉果止咳胶囊,贵州汉方药业有限公司,3.80,2020-11-16,0.35g*12粒*2板,7212
帝豪旗舰店,江西保利 羚羊清肺颗粒,江西保利制药有限公司,9.00,2020-12-31,6g*9袋,3359
帝豪旗舰店,江西保利 参芪颗粒,江西保利制药有限公司,7.50,2020-08-31,10g*10袋,4157
帝豪旗舰店,西安安健 口服补液盐Ⅲ,西安安健药业有限公司,27.56,2020-08-31,5.125g*5袋,5808
帝豪旗舰店,顺尔宁 孟鲁司特钠咀嚼片,Merck Sharp & Dohme B.V.,37.00,2020-02-11,5mg*5片,2868
帝豪旗舰店,北京九发 磷酸川芎嗪滴丸,北京九发药业有限公司,54.55,2020-10-16,12.5mg*100粒,257
帝豪旗舰店,明康欣 阿达帕林凝胶,四川明欣药业有限责任公司,22.73,2020-11-22,30g,308
帝豪旗舰店,头孢地尼胶囊,天津医药集团津康制药有限公司,15.80,2020-04-30,0.1g*8s*1板,178
帝豪旗舰店,金太子 藿香正气合剂,湖北太子药业有限公司,4.30,2020-04-30,10ml*6支,1742
帝豪旗舰店,黄石力康 狗皮王 麝香壮骨膏,黄石市力康药业有限公司,4.20,2020-02-29,4贴*2袋,263
帝豪旗舰店,明欣利迪 咪喹莫特乳膏,四川明欣药业有限责任公司,68.00,2020-10-31,0.25g:12.5mg*4支,10
帝豪旗舰店,头孢克肟颗粒,宁波大红鹰药业股份有限公司,6.02,2020-05-31,100mg*7袋,171
帝豪旗舰店,鲁抗 润肺止咳胶囊,青海鲁抗大地药业有限公司,9.00,2021-11-30,0.35g*30粒,10816
帝豪旗舰店,青海普兰特 同济堂 虫草清肺胶囊,青海普兰特药业有限公司,74.08,2021-05-27,0.3g*12粒*2板*3小盒,3017
帝豪旗舰店,吉林金宝 羚贝止咳糖浆,吉林金宝药业股份有限公司,9.09,2020-10-31,10ml*10支,3440
帝豪旗舰店,顺峰康净 咪康唑氯倍他索乳膏,广东华润顺峰药业有限公司,2.55,2020-11-18,10g,9180
帝豪旗舰店,长春普华 苄达赖氨酸滴眼液,长春普华制药股份有限公司,9.50,2020-09-30,5ml:25mg,16983
帝豪旗舰店,福建广生堂 恩甘定 恩替卡韦胶囊,福建广生堂药业股份有限公司,44.80,2020-08-31,0.5mg*7粒,0
帝豪旗舰店,纷乐 硫酸羟氯喹片,上海上药中西制药有限公司,27.10,2021-11-30,0.1g*14片,12678
帝豪旗舰店,山西华元 苯磺酸氨氯地平片,山西华元医药生物技术有限公司,6.29,2020-11-30,5mg*28片,38548
帝豪旗舰店,万艾可 枸橼酸西地那非片,辉瑞制药有限公司,100.90,2023-06-30,0.1g*1片,7009
帝豪旗舰店,河南兴源 舒肝健胃丸,河南兴源制药有限公司,4.43,2021-11-30,6g*9袋,6261
帝豪旗舰店,司乐平 拉西地平片,哈药集团三精明水药业有限公司,34.88,2020-12-31,4mg*30片,0
帝豪旗舰店,切诺 桉柠蒎肠溶软胶囊,北京远大九和药业有限公司,21.00,2021-05-02,0.12g*12粒,11200
帝豪旗舰店,碧凯 保妇康栓,海南碧凯药业有限公司,32.65,2020-09-16,1.74g*8粒,11316
帝豪旗舰店,上海普康 盐酸二甲双胍缓释片,上海普康药业有限公司,10.69,2020-02-29,0.5g*30片,705
帝豪旗舰店,玄宁 马来酸左旋氨氯地平分散片,石药集团欧意药业有限公司,26.14,2020-10-21,2.5mg*14片,1223
帝豪旗舰店,辰欣 红霉素眼膏,辰欣佛都药业(汶上)有限公司,4.20,2023-11-30,0.5%*2g,26592
帝豪旗舰店,四川迪康 通窍鼻炎颗粒,成都迪康药业股份有限公司,11.48,2020-05-06,2g*9袋,17806
帝豪旗舰店,普米克令舒 吸入用布地奈德混悬液,AstraZeneca Pty Ltd,90.00,2020-07-31,2ml:1mg*5支,1969
帝豪旗舰店,海宝 珍珠明目滴眼液,北海国发海洋生物产业股份有限公司制药厂,6.67,2020-05-31,10ml,6571
帝豪旗舰店,格华止 盐酸二甲双胍片,中美上海施贵宝制药有限公司,34.00,2021-12-31,10片*2板,11319
帝豪旗舰店,再普乐 奥氮平片,"Lilly,S.A./西班牙",714.06,2020-12-31,5mg*28片,37
帝豪旗舰店,北京韩美 盐酸氨溴索口服溶液,北京韩美药品有限公司,22.50,2020-09-28,120ml,1307
帝豪旗舰店,恒扬 艾瑞昔布片,江苏恒瑞医药股份有限公司,39.00,2020-11-18,0.1g*10片,5459
帝豪旗舰店,奥兰之 奥氮平片,Dr.Reddy's Laboratories Ltd.,130.00,2020-10-28,5mg*10片*2板,0
帝豪旗舰店,河北东汝 阿胶,河北东汝阿胶制药股份有限公司,230.00,2020-10-31,250g(铁盒),2880
帝豪旗舰店,广东百科 京舒 阿托伐他汀钙分散片,广东百科制药有限公司,18.60,2020-09-30,10mg*7片,0
帝豪旗舰店,扶他林 双氯芬酸钠缓释片,北京诺华制药有限公司,26.36,2020-09-30,75mg*10片,8607
帝豪旗舰店,启东盖天力 金克 槐耳颗粒,启东盖天力药业有限公司,145.86,2020-07-31,20G*6袋,1418
帝豪旗舰店,瑙珍 复方天麻蜜环糖肽片,山西康欣药业有限公司,32.00,2020-08-25,0.5g*6片*4板,8038
帝豪旗舰店,多喜 铝镁二甲硅油咀嚼片,永信药品工业(昆山)股份有限公司,37.45,2020-12-28,30片,0
帝豪旗舰店,洛汀新 盐酸贝那普利片,北京诺华制药有限公司,28.23,2021-07-31,5mg*14片,7572
帝豪旗舰店,福元药业 开塞露,福元药业有限公司,0.60,2022-01-31,20ml*20支,74729
帝豪旗舰店,同济堂 仙灵骨葆胶囊,国药集团同济堂(贵州)制药有限公司,26.31,2021-01-18,0.5g*40粒,9435
帝豪旗舰店,白云山 脑心清片,广州白云山和记黄埔中药有限公司,26.02,2020-05-31,0.41g*24片,10417
帝豪旗舰店,蔓迪 米诺地尔酊,浙江万晟药业有限公司,127.35,2020-09-30,60ml:3g,1542
帝豪旗舰店,安斯菲 雷贝拉唑钠肠溶片,成都迪康药业股份有限公司,17.95,2019-10-31,20mg*5片,0
帝豪旗舰店,双唑泰乳膏,江苏亚邦强生药业有限公司,16.50,2020-09-30,4g*2支,514
帝豪旗舰店,美卡素 替米沙坦片,上海勃林格殷格翰药业有限公司,41.29,2022-05-31,80mg*7片,4056
帝豪旗舰店,潮牌天然胶乳橡胶避孕套(缠绵环纹),北京非非医疗器械有限公司,10.00,2023-07-30,12只,792
帝豪旗舰店,潮牌天然胶乳橡胶避孕套(浪漫盈润),北京非非医疗器械有限公司,10.00,2023-07-31,12只,382
帝豪旗舰店,潮牌天然胶乳橡胶避孕套(巅峰异爽装),北京金协信商贸有限责任公司,10.00,2023-04-30,10只,737
帝豪旗舰店,桂龙安徽 清喉利咽颗粒,桂龙药业(安徽)有限公司,23.99,2020-07-31,5g*8袋 (无糖型),121
帝豪旗舰店,（潮牌）人体润滑剂可口有趣,深圳凯丽丝日化有限公司,8.80,2021-07-13,50ml,365
帝豪旗舰店,吉林利华 脑心舒口服液,吉林省利华制药有限公司,13.91,2020-11-30,10ml*10支,92
帝豪旗舰店,敖东 安神补脑液,吉林敖东延边药业股份有限公司,19.30,2021-12-31,10ml*10支,9268
帝豪旗舰店,君泰 双黄连口服液,东莞市亚洲制药有限公司,9.20,2021-01-31,10ml*6支,532
帝豪旗舰店,龙晖 消炎止痢灵片,龙晖药业有限公司,3.30,2020-08-31,12s*2板,1292
帝豪旗舰店,贵州健兴 感冒滴丸,贵州健兴药业有限公司,31.80,2021-06-30,2.5g*12袋,11
帝豪旗舰店,正大天晴 甘泽 恩替卡韦胶囊,南京正大天晴制药有限公司,47.20,2020-07-31,0.5mg*7粒,3671
帝豪旗舰店,缬克 缬沙坦胶囊,常州四药制药有限公司,18.60,2020-12-30,40mg*14粒,0
帝豪旗舰店,湖北仁悦 小儿氨酚黄那敏颗粒,湖北仁悦药业股份有限公司,4.90,2020-10-31,5g*10袋,43
帝豪旗舰店,欣然 硝苯地平控释片,上海现代制药股份有限公司,29.50,2022-01-30,30mg*12片,4386
帝豪旗舰店,石家庄以岭 格列齐特片(Ⅱ),石家庄以岭药业股份有限公司,47.21,2020-05-31,80mg*30片,0
帝豪旗舰店,天士力 养血清脑丸,天士力医药集团股份有限公司,38.50,2021-12-31,2.5g*15袋,0
帝豪旗舰店,河南兴源 通脉颗粒,河南兴源制药有限公司,9.09,2020-12-31,5g*10袋,13992
帝豪旗舰店,江中 健胃消食片,江中药业股份有限公司,6.98,2020-07-31,0.8g*8片*4板,50071
帝豪旗舰店,辽宁好护士 乳癖消片,辽宁上药好护士药业(集团)有限公司,15.35,2021-02-28,0.32g*100片,12862
帝豪旗舰店,湖南千金 湘江 缬沙坦胶囊,湖南千金湘江药业股份有限公司,9.86,2021-10-31,80mg*7粒,932
帝豪旗舰店,康华 复方氯己定地塞米松膜,西安康华药业有限公司,6.10,2021-07-31,2*5片,28074
帝豪旗舰店,远大 诺通 盐酸赛洛唑啉鼻用喷雾剂,湖北远大天天明制药有限公司,28.82,2020-07-31,10ml,969
帝豪旗舰店,朗迪 碳酸钙D3片,北京振东康远制药有限公司,36.88,2020-09-25,0.5g*60片,1047
帝豪旗舰店,富利他之 普伐他汀钠片,瀚晖制药有限公司,34.50,2020-03-31,20mg*10片,5377
帝豪旗舰店,复代文 缬沙坦氢氯噻嗪片,北京诺华制药有限公司,45.75,2021-06-30,80mg:12.5mg*7片,7618
帝豪旗舰店,好医生 康复新液,四川好医生攀西药业有限责任公司,32.65,2021-11-30,100ml,7144
帝豪旗舰店,惠氏 善存银片,惠氏制药有限公司,46.05,2021-02-23,30s,283
帝豪旗舰店,马应龙 麝香祛痛搽剂,马应龙药业集团股份有限公司,11.00,2020-02-29,56ml,0
帝豪旗舰店,步长 脑心通胶囊,陕西步长制药有限公司,24.00,2020-11-30,0.4g*36粒,0
帝豪旗舰店,星瑞克 曲安奈德鼻喷雾剂,南京星银药业集团有限公司,19.20,2021-10-31,9ml,1604
帝豪旗舰店,太极利夫康乐 利夫康洗剂,西安太极药业有限公司,24.50,2020-10-31,100ml,774
帝豪旗舰店,吉林金宝 止痛化癥胶囊,吉林金宝药业股份有限公司,10.80,2020-09-30,0.3g*60粒,1673
帝豪旗舰店,伊索佳 硫酸氨基葡萄糖胶囊,浙江海正药业股份有限公司,29.50,2021-07-31,0.314g*24粒,16947
帝豪旗舰店,广誉远国药 龟龄集,山西广誉远国药有限公司,422.97,2021-01-05,0.3g*30粒,469
帝豪旗舰店,海露 玻璃酸钠滴眼液,URSA PHARMA rzneimittel GmbH.,62.22,2021-08-14,0.1%*10ml,2999
帝豪旗舰店,缬欣 缬沙坦分散片,桂林华信制药有限公司,7.80,2020-12-09,80mg*7片,0
帝豪旗舰店,华南 脑栓通胶囊,广东华南药业集团有限公司,23.94,2020-09-13,0.4g*9粒*2板,7095
帝豪旗舰店,辅舒良 丙酸氟替卡松鼻喷雾剂,"GlaxoSmithKline,S.A.",83.07,2021-02-28,50ug*120喷,7447
帝豪旗舰店,立效 养阴清肺丸,山西华康药业股份有限公司,14.48,2021-11-30,6g*6袋,14426
帝豪旗舰店,金甘 金钱草颗粒,重庆科瑞制药(集团)有限公司,19.53,2020-09-30,10g*20袋,9334
帝豪旗舰店,福牌 阿胶,山东福胶集团东阿镇阿胶有限公司,398.00,2020-09-30,250g(铁盒),34543
帝豪旗舰店,舒利迭 沙美特罗替卡松粉吸入剂,Glaxo Wellcome Production,160.19,2020-04-03,50ug:100ug*60吸,1071
帝豪旗舰店,天士力 养血清脑丸,天士力医药集团股份有限公司,23.32,2021-06-30,2.5g*9袋,0
帝豪旗舰店,天士力 藿香正气滴丸,天士力医药集团股份有限公司,11.60,2021-02-28,2.6g*9袋,0
帝豪旗舰店,波依定 非洛地平缓释片,阿斯利康制药有限公司,24.00,2021-10-31,2.5mg*10片,7928
帝豪旗舰店,德众 玉屏风颗粒,国药集团广东环球制药有限公司,19.20,2021-08-31,5g*12袋,10144
